domain1,N_vectensis,T_adhaerens,C_elegans,D_melanogaster,L_gigantea,Sea_urchin,B_floridae,C_intestinalis,P_marinus,D_rerio,T_rubripes,X_tropicalis,G_gallus,M_musculus,H_sapiens,
PF11511,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF06697,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,
PF06831,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,
PF08763,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF10280,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,
PF17612,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF06809,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,
PF14450,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF15778,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF08799,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF10270,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,
PF00681,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,
PF01678,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF16086,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,
PF14811,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF07713,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,
PF10471,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,
PF17045,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF08148,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13234,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00186,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF08698,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF12230,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF07114,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF06703,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF05096,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,
PF03355,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF12235,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF09032,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF05002,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF08166,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,
PF01195,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,
PF06432,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,
PF10262,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF10503,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,
PF15991,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,
PF04157,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF11605,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00411,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01530,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03623,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00261,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03957,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF02403,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01243,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF10590,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF12766,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF09272,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,
PF15156,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,
PF14922,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,
PF10291,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF07412,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF11831,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF12416,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,
PF04266,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,
PF06221,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF16579,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF10509,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF16173,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
PF16116,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
PF04871,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF07476,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,
PF07813,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF16469,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,
PF10637,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,
PF13661,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00574,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF04387,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02347,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF12605,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,
PF00262,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF12871,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,
PF08570,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF09090,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,
PF09088,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,
PF13456,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,
PF05063,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF04133,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,
PF08926,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,
PF16314,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,
PF04238,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF10302,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF11069,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF06149,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,
PF14345,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,
PF12977,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,
PF10549,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,
PF11141,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,
PF15391,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,
PF04006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF10937,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,
PF15927,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,
PF12251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03299,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF06838,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,
PF09737,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF03836,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,
PF08064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF09746,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF01251,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,
PF00306,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF08618,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,
PF13184,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01265,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF05178,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,
PF12936,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF02375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF05670,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF04452,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,
PF01057,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF02562,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF08356,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF16346,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF11711,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,
PF04112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF12337,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF15801,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,
PF11259,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
PF04970,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,
PF00877,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,
PF16076,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF04566,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF04561,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF04567,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF16401,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,
PF08059,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01588,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF06269,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF02622,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF13789,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF14908,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,
PF11457,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
PF05812,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,
PF09292,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,
PF07566,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF00016,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
PF03727,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00349,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF10542,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
PF07260,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,
PF14073,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,
PF06657,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,
PF07706,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,
PF09537,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,
PF06748,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
PF10559,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF05781,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,
PF05602,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01808,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF12732,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,
PF05957,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,
PF05823,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,
PF08943,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,
PF14138,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,
PF02731,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF06541,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,
PF06573,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,
PF08315,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF09139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF11875,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF15907,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,
PF06052,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,
PF03177,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF04949,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03109,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF15348,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,
PF09133,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,
PF10238,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,
PF01085,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF08291,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,
PF14885,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF05053,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,
PF09199,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF08854,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
PF03073,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF03492,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
PF08937,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,
PF05572,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,
PF08732,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,
PF06632,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,
PF07539,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF04977,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,
PF02661,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,
PF15565,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF13236,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF12807,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF15044,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,
PF05303,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF15696,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,
PF02597,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,
PF05971,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,
PF08911,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF05642,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
PF00215,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF01063,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,
PF01704,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF07224,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,
PF03152,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF08083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF12134,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,
PF10596,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,
PF08082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF10597,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,
PF08084,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,
PF10598,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,
PF00274,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02696,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,
PF02585,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,
PF07569,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF04379,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF08755,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF11221,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF10504,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03946,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00298,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF10259,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,
PF01131,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01751,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03381,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF09268,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF14916,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,
PF01541,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,
PF12205,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF08518,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF16559,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,
PF06762,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,
PF12643,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,
PF03819,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,
PF03690,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF10488,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,
PF06039,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,
PF14915,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,
PF09735,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF15336,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,
PF05918,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF05625,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF13892,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF16858,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,
PF16869,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,
PF09764,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,
PF13932,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,
PF09745,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,
PF05693,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF08323,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,
PF10401,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF14817,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,
PF14222,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,
PF14228,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,
PF09446,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,
PF05598,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF14802,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,
PF08669,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01571,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF15717,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,
PF00157,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF06638,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF11322,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF08879,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF16090,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,
PF05182,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,
PF11817,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF07919,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF12742,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,
PF07051,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,
PF03656,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF05983,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,
PF05110,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF12317,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,
PF01991,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02527,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,
PF05808,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,
PF06421,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,
PF16533,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF17210,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF14686,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF00775,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,
PF10670,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,
PF12640,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,
PF12451,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,
PF09111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF09110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03189,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF05334,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,
PF16016,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,
PF13102,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,
PF05195,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01422,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF17449,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF01259,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00731,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF00458,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02938,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,
PF10152,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00778,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF08559,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,
PF15125,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,
PF06374,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,
PF15301,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,
PF11635,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,
PF08092,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF08321,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,
PF08894,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF10033,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,
PF01648,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF06608,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,
PF06781,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,
PF07304,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF13965,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,
PF07142,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,
PF15243,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,
PF00341,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,
PF04727,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF15518,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
PF13230,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01127,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,
PF15250,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,
PF13783,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
PF11416,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,
PF14833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02558,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,
PF09494,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,
PF14892,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,
PF06229,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF06268,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF05216,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF00327,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF14642,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,
PF12907,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF06144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02179,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF10998,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,
PF10491,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,
PF10304,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,
PF09748,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,
PF02167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13442,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF07145,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,
PF01992,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF08014,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,
PF14919,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,
PF14918,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,
PF00750,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF05746,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF15017,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,
PF05731,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00342,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01365,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF09337,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,
PF14322,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF15345,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,
PF02244,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF09769,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,
PF12014,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,
PF04114,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,
PF16812,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF05350,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,
PF00684,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF15777,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,
PF01843,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00786,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF06209,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF08701,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01667,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,
PF13634,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF02312,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03537,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF06032,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,
PF01968,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,
PF05378,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,
PF13941,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,
PF11105,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
PF08397,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03676,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF14952,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,
PF03291,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13925,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF16294,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,
PF10175,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,
PF03575,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,
PF05007,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,
PF06728,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF06607,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,
PF14956,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,
